,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
2070984,2008/2009,Canada,University,Full-time student,Males,6.0
2070985,2008/2009,Canada,University,Full-time student,Females,0.0
2070987,2008/2009,Canada,University,Part-time student,Males,6.0
2070988,2008/2009,Canada,University,Part-time student,Females,3.0
2071123,2008/2009,Canada,University,Full-time student,Males,6.0
2071124,2008/2009,Canada,University,Full-time student,Females,0.0
2071126,2008/2009,Canada,University,Part-time student,Males,6.0
2071127,2008/2009,Canada,University,Part-time student,Females,3.0
2071265,2008/2009,Canada,University,Part-time student,Males,
2071266,2008/2009,Canada,University,Part-time student,Females,
2071395,2008/2009,Canada,University,Part-time student,Males,
2071396,2008/2009,Canada,University,Part-time student,Females,
2071542,2008/2009,Canada,College,Full-time student,Males,9687.0
2071543,2008/2009,Canada,College,Full-time student,Females,2691.0
2071546,2008/2009,Canada,College,Part-time student,Males,2028.0
2071547,2008/2009,Canada,College,Part-time student,Females,1128.0
2071761,2008/2009,Canada,College,Full-time student,Males,534.0
2071762,2008/2009,Canada,College,Full-time student,Females,261.0
2071765,2008/2009,Canada,College,Part-time student,Males,276.0
2071766,2008/2009,Canada,College,Part-time student,Females,153.0
2071928,2008/2009,Canada,College,Full-time student,Males,6291.0
2071929,2008/2009,Canada,College,Full-time student,Females,1647.0
2071932,2008/2009,Canada,College,Part-time student,Males,795.0
2071933,2008/2009,Canada,College,Part-time student,Females,369.0
2072084,2008/2009,Canada,College,Full-time student,Males,513.0
2072085,2008/2009,Canada,College,Full-time student,Females,78.0
2072088,2008/2009,Canada,College,Part-time student,Males,108.0
2072089,2008/2009,Canada,College,Part-time student,Females,18.0
2072240,2008/2009,Canada,College,Full-time student,Males,732.0
2072241,2008/2009,Canada,College,Full-time student,Females,93.0
2072243,2008/2009,Canada,College,Part-time student,Males,246.0
2072244,2008/2009,Canada,College,Part-time student,Females,99.0
2072383,2008/2009,Canada,College,Full-time student,Males,
2072384,2008/2009,Canada,College,Full-time student,Females,
2072386,2008/2009,Canada,College,Part-time student,Males,
2072387,2008/2009,Canada,College,Part-time student,Females,
2072527,2008/2009,Canada,College,Full-time student,Males,1407.0
2072528,2008/2009,Canada,College,Full-time student,Females,579.0
2072531,2008/2009,Canada,College,Part-time student,Males,543.0
2072532,2008/2009,Canada,College,Part-time student,Females,477.0
2072692,2008/2009,Canada,College,Full-time student,Males,210.0
2072693,2008/2009,Canada,College,Full-time student,Females,36.0
2072696,2008/2009,Canada,College,Part-time student,Males,60.0
2072697,2008/2009,Canada,College,Part-time student,Females,12.0
2072838,2008/2009,Canada,College,Full-time student,Males,
2072839,2008/2009,Canada,College,Full-time student,Females,
2072841,2008/2009,Canada,College,Part-time student,Males,
2072842,2008/2009,Canada,College,Part-time student,Females,
2073006,2008/2009,Canada,College,Part-time student,Females,
2073088,2008/2009,Canada,College,Full-time student,Males,
2073089,2008/2009,Canada,College,Full-time student,Females,
2073091,2008/2009,Canada,College,Part-time student,Males,
2073092,2008/2009,Canada,College,Part-time student,Females,
2073345,2008/2009,Canada,College,Part-time student,Males,
2073450,2008/2009,Canada,College,Full-time student,Males,
2073451,2008/2009,Canada,College,Full-time student,Females,
2073552,2008/2009,Canada,College,Full-time student,Males,
2073553,2008/2009,Canada,College,Full-time student,Females,
2073896,2008/2009,Canada,College,Full-time student,Males,8880.0
2073897,2008/2009,Canada,College,Full-time student,Females,2523.0
2073900,2008/2009,Canada,College,Part-time student,Males,1833.0
2073901,2008/2009,Canada,College,Part-time student,Females,1074.0
2074063,2008/2009,Canada,College,Full-time student,Males,381.0
2074064,2008/2009,Canada,College,Full-time student,Females,192.0
2074067,2008/2009,Canada,College,Part-time student,Males,246.0
2074068,2008/2009,Canada,College,Part-time student,Females,129.0
2074230,2008/2009,Canada,College,Full-time student,Males,6228.0
2074231,2008/2009,Canada,College,Full-time student,Females,1638.0
2074234,2008/2009,Canada,College,Part-time student,Males,795.0
2074235,2008/2009,Canada,College,Part-time student,Females,369.0
2074390,2008/2009,Canada,College,Full-time student,Males,732.0
2074391,2008/2009,Canada,College,Full-time student,Females,93.0
2074393,2008/2009,Canada,College,Part-time student,Males,246.0
2074394,2008/2009,Canada,College,Part-time student,Females,99.0
2074546,2008/2009,Canada,College,Full-time student,Males,1398.0
2074547,2008/2009,Canada,College,Full-time student,Females,576.0
2074550,2008/2009,Canada,College,Part-time student,Males,543.0
2074551,2008/2009,Canada,College,Part-time student,Females,477.0
2074708,2008/2009,Canada,College,Full-time student,Males,144.0
2074709,2008/2009,Canada,College,Full-time student,Females,21.0
2074712,2008/2009,Canada,College,Part-time student,Males,
2074713,2008/2009,Canada,College,Part-time student,Females,
2074852,2008/2009,Canada,College,Full-time student,Males,153.0
2074853,2008/2009,Canada,College,Full-time student,Females,66.0
2074856,2008/2009,Canada,College,Part-time student,Males,30.0
2074857,2008/2009,Canada,College,Part-time student,Females,24.0
2074998,2008/2009,Canada,College,Full-time student,Males,153.0
2074999,2008/2009,Canada,College,Full-time student,Females,66.0
2075002,2008/2009,Canada,College,Part-time student,Males,30.0
2075003,2008/2009,Canada,College,Part-time student,Females,24.0
2075114,2008/2009,Canada,College,Full-time student,Males,
2075115,2008/2009,Canada,College,Full-time student,Females,
2075117,2008/2009,Canada,College,Part-time student,Males,
2075118,2008/2009,Canada,College,Part-time student,Females,
2075306,2008/2009,Canada,College,Full-time student,Males,63.0
2075307,2008/2009,Canada,College,Full-time student,Females,6.0
2075309,2008/2009,Canada,College,Part-time student,Males,
2075310,2008/2009,Canada,College,Part-time student,Females,
2075410,2008/2009,Canada,College,Full-time student,Males,63.0
2075411,2008/2009,Canada,College,Full-time student,Females,6.0
2075413,2008/2009,Canada,College,Part-time student,Males,
2075414,2008/2009,Canada,College,Part-time student,Females,
2075582,2008/2009,Canada,College,Full-time student,Males,573.0
2075583,2008/2009,Canada,College,Full-time student,Females,81.0
2075586,2008/2009,Canada,College,Part-time student,Males,111.0
2075587,2008/2009,Canada,College,Part-time student,Females,21.0
2075735,2008/2009,Canada,College,Full-time student,Males,
2075736,2008/2009,Canada,College,Full-time student,Females,
2075739,2008/2009,Canada,College,Part-time student,Males,
2075927,2008/2009,Canada,College,Full-time student,Males,513.0
2075928,2008/2009,Canada,College,Full-time student,Females,78.0
2075931,2008/2009,Canada,College,Part-time student,Males,108.0
2075932,2008/2009,Canada,College,Part-time student,Females,18.0
2076067,2008/2009,Canada,College,Full-time student,Males,
2076068,2008/2009,Canada,College,Full-time student,Females,
2076070,2008/2009,Canada,College,Part-time student,Males,
2076071,2008/2009,Canada,College,Part-time student,Females,
2076214,2008/2009,Canada,College,Full-time student,Males,60.0
2076215,2008/2009,Canada,College,Full-time student,Females,6.0
2076217,2008/2009,Canada,College,Part-time student,Males,3.0
2076218,2008/2009,Canada,College,Part-time student,Females,0.0
2076312,2008/2009,Canada,College,Full-time student,Males,
2076313,2008/2009,Canada,College,Full-time student,Females,
2076315,2008/2009,Canada,College,Part-time student,Males,
2076316,2008/2009,Canada,College,Part-time student,Females,
2076436,2008/2009,Canada,College,Full-time student,Males,
2076437,2008/2009,Canada,College,Full-time student,Females,
2076439,2008/2009,Canada,College,Part-time student,Males,
2076440,2008/2009,Canada,College,Part-time student,Females,
2076815,2008/2009,Canada,College,Full-time student,Males,9.0
2076816,2008/2009,Canada,College,Full-time student,Females,3.0
2076946,2008/2009,Canada,College,Full-time student,Males,9.0
2076947,2008/2009,Canada,College,Full-time student,Females,3.0
2077102,2008/2009,Canada,College,Full-time student,Males,
2077103,2008/2009,Canada,College,Full-time student,Females,
2077105,2008/2009,Canada,College,Part-time student,Males,
2077106,2008/2009,Canada,College,Part-time student,Females,
2077259,2008/2009,Canada,College,Full-time student,Males,
2077260,2008/2009,Canada,College,Full-time student,Females,
2077262,2008/2009,Canada,College,Part-time student,Males,
2077263,2008/2009,Canada,College,Part-time student,Females,
2077411,2008/2009,Canada,College,Full-time student,Males,3.0
2077412,2008/2009,Canada,College,Full-time student,Females,9.0
2077414,2008/2009,Canada,College,Part-time student,Males,
2077415,2008/2009,Canada,College,Part-time student,Females,
2077555,2008/2009,Canada,College,Full-time student,Males,3.0
2077556,2008/2009,Canada,College,Full-time student,Females,9.0
2077558,2008/2009,Canada,College,Part-time student,Males,
2077559,2008/2009,Canada,College,Part-time student,Females,
2077719,2008/2009,Canada,College,Full-time student,Males,0.0
2077720,2008/2009,Canada,College,Full-time student,Females,
2077722,2008/2009,Canada,College,Part-time student,Males,54.0
2077723,2008/2009,Canada,College,Part-time student,Females,12.0
2077873,2008/2009,Canada,College,Full-time student,Males,0.0
2077874,2008/2009,Canada,College,Full-time student,Females,
2077876,2008/2009,Canada,College,Part-time student,Males,54.0
2077877,2008/2009,Canada,College,Part-time student,Females,12.0
2192211,2009/2010,Canada,University,Full-time student,Males,18477.0
2192212,2009/2010,Canada,University,Full-time student,Females,7179.0
2192215,2009/2010,Canada,University,Part-time student,Males,4989.0
2192216,2009/2010,Canada,University,Part-time student,Females,1965.0
2192393,2009/2010,Canada,University,Full-time student,Males,297.0
2192394,2009/2010,Canada,University,Full-time student,Females,105.0
2192396,2009/2010,Canada,University,Part-time student,Males,585.0
2192397,2009/2010,Canada,University,Part-time student,Females,273.0
2192539,2009/2010,Canada,University,Full-time student,Males,315.0
2192540,2009/2010,Canada,University,Full-time student,Females,186.0
2192543,2009/2010,Canada,University,Part-time student,Males,189.0
2192544,2009/2010,Canada,University,Part-time student,Females,105.0
2192699,2009/2010,Canada,University,Full-time student,Males,17721.0
2192700,2009/2010,Canada,University,Full-time student,Females,6828.0
2192703,2009/2010,Canada,University,Part-time student,Males,3945.0
2192704,2009/2010,Canada,University,Part-time student,Females,1410.0
2192846,2009/2010,Canada,University,Full-time student,Males,0.0
2192847,2009/2010,Canada,University,Full-time student,Females,3.0
2192849,2009/2010,Canada,University,Part-time student,Males,75.0
2192850,2009/2010,Canada,University,Part-time student,Females,36.0
2192960,2009/2010,Canada,University,Full-time student,Males,12.0
2192961,2009/2010,Canada,University,Full-time student,Females,6.0
2192963,2009/2010,Canada,University,Part-time student,Males,6.0
2192964,2009/2010,Canada,University,Part-time student,Females,3.0
2193051,2009/2010,Canada,University,Full-time student,Males,
2193052,2009/2010,Canada,University,Full-time student,Females,3.0
2193054,2009/2010,Canada,University,Part-time student,Males,0.0
2193055,2009/2010,Canada,University,Part-time student,Females,3.0
2193206,2009/2010,Canada,University,Full-time student,Males,129.0
2193207,2009/2010,Canada,University,Full-time student,Females,48.0
2193209,2009/2010,Canada,University,Part-time student,Males,186.0
2193210,2009/2010,Canada,University,Part-time student,Females,129.0
2193730,2009/2010,Canada,University,Full-time student,Males,363.0
2193731,2009/2010,Canada,University,Full-time student,Females,198.0
2193734,2009/2010,Canada,University,Part-time student,Males,111.0
2193735,2009/2010,Canada,University,Part-time student,Females,108.0
2193885,2009/2010,Canada,University,Full-time student,Males,108.0
2193886,2009/2010,Canada,University,Full-time student,Females,27.0
2193888,2009/2010,Canada,University,Part-time student,Males,45.0
2193889,2009/2010,Canada,University,Part-time student,Females,36.0
2194020,2009/2010,Canada,University,Full-time student,Males,255.0
2194021,2009/2010,Canada,University,Full-time student,Females,171.0
2194024,2009/2010,Canada,University,Part-time student,Males,69.0
2194025,2009/2010,Canada,University,Part-time student,Females,69.0
2194141,2009/2010,Canada,University,Part-time student,Males,
2194142,2009/2010,Canada,University,Part-time student,Females,
2194626,2009/2010,Canada,University,Full-time student,Males,
2194627,2009/2010,Canada,University,Full-time student,Females,
2194728,2009/2010,Canada,University,Full-time student,Males,
2194729,2009/2010,Canada,University,Full-time student,Females,
2194959,2009/2010,Canada,University,Full-time student,Males,13197.0
2194960,2009/2010,Canada,University,Full-time student,Females,4446.0
2194963,2009/2010,Canada,University,Part-time student,Males,3945.0
2194964,2009/2010,Canada,University,Part-time student,Females,1197.0
